ID,Age,Job,Marital,Education,Loan Default,Balance,Housing Loan,Personal Loan
C343,40,blue-collar,divorced,secondary,no,-333,yes,no
C3430,46,blue-collar,married,primary,no,252,yes,no
C3431,35,blue-collar,single,primary,no,1215,yes,no
C3432,28,blue-collar,single,primary,no,-457,yes,no
C3433,58,management,divorced,tertiary,no,347,no,no
C3434,35,technician,divorced,tertiary,no,0,yes,no
C3435,25,technician,single,tertiary,no,468,yes,no
C3436,56,technician,married,secondary,no,28,yes,no
C3437,41,services,single,secondary,no,323,yes,no
C3438,44,management,married,secondary,no,38,yes,no
C3439,36,unemployed,married,secondary,yes,-318,yes,no
C344,50,blue-collar,married,primary,no,1533,yes,no
C3440,41,services,married,secondary,no,714,yes,yes
C3441,58,self-employed,married,secondary,no,0,yes,no
C3442,46,blue-collar,married,secondary,no,536,yes,no
C3443,42,services,married,secondary,no,1048,yes,no
C3444,58,technician,married,unknown,no,49,yes,no
C3445,53,admin.,married,secondary,no,-197,yes,yes
C3446,51,blue-collar,married,secondary,no,1779,yes,no
C3447,38,housemaid,married,secondary,no,1372,yes,yes
C3448,54,blue-collar,married,primary,no,24,yes,no
C3449,46,self-employed,single,tertiary,no,1934,yes,no
C345,34,management,married,tertiary,no,46,yes,no
C3450,39,management,divorced,tertiary,no,9541,no,no
C3451,22,student,single,secondary,no,364,yes,no
C3452,47,admin.,divorced,primary,no,357,yes,yes
C3453,34,services,divorced,secondary,no,202,yes,no
C3454,42,admin.,married,secondary,no,281,yes,no
C3455,44,technician,married,tertiary,no,4580,yes,no
C3456,45,services,married,secondary,no,4060,yes,no
C3457,38,admin.,married,secondary,no,0,yes,no
C3458,46,blue-collar,married,primary,no,1114,yes,no
C3459,34,technician,married,secondary,no,4,yes,no
C346,53,services,married,unknown,no,18,no,no
C3460,41,technician,divorced,secondary,no,536,yes,no
C3461,27,blue-collar,single,primary,no,431,yes,no
C3462,56,unemployed,married,secondary,no,2552,yes,no
C3463,43,management,married,tertiary,no,8016,yes,no
C3464,34,management,married,unknown,yes,-353,yes,no
C3465,25,student,single,secondary,no,1139,yes,no
C3466,35,unemployed,married,primary,no,494,yes,no
C3467,46,entrepreneur,married,unknown,no,676,yes,yes
C3468,32,admin.,single,secondary,no,287,no,no
C3469,55,technician,married,secondary,no,741,yes,no
C347,45,technician,married,secondary,no,44,yes,no
C3470,40,retired,married,secondary,no,1842,no,no
C3471,43,management,married,tertiary,no,4004,yes,no
C3472,41,entrepreneur,married,tertiary,no,102,no,no
C3473,33,blue-collar,single,primary,no,279,yes,no
C3474,32,management,single,secondary,no,6,yes,no
C3475,39,technician,married,primary,no,644,yes,no
C3476,42,management,divorced,tertiary,no,497,no,no
C3477,33,technician,single,secondary,no,402,yes,yes
C3478,32,services,married,secondary,no,401,yes,no
C3479,46,admin.,married,primary,no,31,yes,no
C348,39,blue-collar,married,primary,no,-100,yes,no
C3480,42,blue-collar,married,secondary,no,-628,yes,yes
C3481,39,admin.,married,secondary,no,598,yes,no
C3482,43,blue-collar,divorced,primary,no,92,yes,no
C3483,33,management,single,tertiary,no,-625,yes,no
C3484,59,management,married,tertiary,no,2319,yes,no
C3485,48,entrepreneur,married,tertiary,no,981,yes,no
C3486,31,blue-collar,married,primary,no,605,yes,no
C3487,47,management,divorced,tertiary,no,10399,yes,no
C3488,54,technician,divorced,secondary,no,784,yes,yes
C3489,48,blue-collar,married,primary,no,680,yes,no
C349,44,services,married,tertiary,no,510,yes,no
C3490,33,management,divorced,tertiary,no,893,yes,no
C3491,27,services,married,secondary,no,94,yes,no
C3492,47,admin.,married,secondary,no,257,yes,no
C3493,56,blue-collar,single,primary,no,739,yes,no
C3494,26,technician,single,secondary,no,2,yes,yes
C3495,55,management,married,unknown,yes,-171,yes,no
C3496,33,blue-collar,married,secondary,no,217,yes,no
C3497,52,blue-collar,married,unknown,no,826,yes,no
C3498,60,services,single,primary,no,313,yes,no
C3499,50,management,married,tertiary,no,106,yes,no
C35,51,management,married,tertiary,no,10635,yes,no
C350,55,management,married,tertiary,no,685,yes,no
C3500,43,blue-collar,married,secondary,no,4520,yes,no
C3501,29,management,married,tertiary,no,10576,no,no
C3502,54,management,married,primary,no,366,yes,no
C3503,30,admin.,divorced,secondary,no,370,yes,no
C3504,50,management,married,tertiary,no,4904,yes,no
C3505,48,technician,married,secondary,no,0,yes,yes
C3506,55,services,divorced,secondary,no,72,yes,yes
C3507,56,housemaid,divorced,secondary,no,0,no,no
C3508,48,management,married,unknown,no,1103,yes,no
C3509,36,blue-collar,single,secondary,no,1392,yes,no
C351,46,management,single,tertiary,no,187,yes,no
C3510,41,retired,divorced,primary,no,-233,yes,no
C3511,30,management,single,tertiary,no,78,yes,no
C3512,59,management,single,secondary,no,671,yes,yes
C3513,27,blue-collar,single,secondary,no,228,yes,yes
C3514,55,unknown,married,unknown,no,666,no,no
C3515,45,services,married,secondary,no,520,yes,no
C3516,58,blue-collar,married,primary,no,3501,yes,no
C3517,44,technician,married,secondary,no,185,yes,no
C3518,43,blue-collar,married,primary,no,108,yes,yes
C3519,59,retired,married,primary,no,1423,yes,no
C352,45,blue-collar,married,secondary,no,66,yes,no
C3520,41,blue-collar,married,primary,no,2453,yes,no
C3521,43,housemaid,married,primary,no,18,yes,yes
C3522,49,services,single,secondary,no,3061,yes,no
C3523,44,blue-collar,married,primary,no,0,yes,no
C3524,48,blue-collar,married,primary,no,559,yes,no
C3525,40,blue-collar,married,primary,no,902,yes,no
C3526,43,blue-collar,single,secondary,no,421,yes,no
C3527,26,blue-collar,married,primary,no,500,yes,no
C3528,46,blue-collar,married,secondary,no,756,yes,no
C3529,58,blue-collar,married,secondary,no,288,yes,no
C353,34,admin.,married,secondary,no,560,yes,no
C3530,53,blue-collar,married,secondary,no,1140,yes,no
C3531,56,services,married,secondary,no,2658,yes,no
C3532,43,blue-collar,married,primary,no,632,yes,no
C3533,36,blue-collar,single,primary,no,263,yes,no
C3534,34,blue-collar,married,unknown,no,-17,yes,no
C3535,51,blue-collar,married,secondary,no,701,yes,no
C3536,51,blue-collar,married,primary,no,4497,yes,no
C3537,45,blue-collar,married,primary,no,810,yes,no
C3538,54,blue-collar,married,primary,no,-219,yes,no
C3539,42,admin.,married,secondary,no,679,yes,no
C354,36,blue-collar,married,secondary,no,0,yes,no
C3540,53,services,married,secondary,no,2925,yes,no
C3541,35,self-employed,single,primary,no,181,yes,no
C3542,49,management,married,tertiary,no,3840,yes,no
C3543,55,technician,married,secondary,no,2014,yes,yes
C3544,31,technician,single,secondary,no,1819,yes,no
C3545,52,blue-collar,married,secondary,no,665,yes,no
C3546,50,housemaid,married,primary,no,395,yes,no
C3547,32,services,married,secondary,no,55,yes,no
C3548,34,blue-collar,married,secondary,no,326,yes,yes
C3549,42,technician,single,secondary,no,1364,yes,no
C355,59,unknown,divorced,unknown,no,27,no,no
C3550,33,management,single,secondary,yes,-174,yes,no
C3551,43,management,married,tertiary,no,5670,yes,no
C3552,31,blue-collar,divorced,secondary,no,1125,no,yes
C3553,25,blue-collar,single,secondary,no,0,yes,no
C3554,49,technician,married,secondary,no,3657,yes,no
C3555,56,admin.,married,secondary,no,2256,yes,no
C3556,43,blue-collar,married,primary,no,778,yes,yes
C3557,41,blue-collar,married,secondary,no,59,yes,no
C3558,46,blue-collar,married,secondary,no,668,yes,no
C3559,60,retired,single,tertiary,no,7440,yes,no
C356,31,admin.,single,secondary,no,12,yes,no
C3560,48,blue-collar,married,primary,no,1001,yes,no
C3561,57,admin.,divorced,primary,no,1,no,no
C3562,42,blue-collar,married,primary,no,1320,no,no
C3563,50,blue-collar,married,secondary,no,1604,yes,no
C3564,36,management,married,tertiary,no,900,yes,no
C3565,44,management,married,secondary,no,2984,yes,no
C3566,40,blue-collar,married,primary,no,2562,yes,no
C3567,55,admin.,married,secondary,no,1102,yes,no
C3568,24,blue-collar,single,primary,no,758,yes,no
C3569,52,blue-collar,married,primary,no,1079,yes,no
C357,44,blue-collar,single,secondary,no,34,yes,no
C3570,49,services,married,secondary,no,2201,yes,no
C3571,30,services,married,secondary,no,271,yes,no
C3572,32,services,single,secondary,no,772,yes,no
C3573,46,technician,divorced,secondary,no,435,yes,no
C3574,36,blue-collar,married,secondary,no,412,yes,no
C3575,44,technician,divorced,secondary,no,809,yes,no
C3576,48,blue-collar,married,primary,no,575,no,no
C3577,49,technician,married,secondary,no,3033,no,no
C3578,44,blue-collar,married,primary,no,412,yes,no
C3579,23,services,single,secondary,no,496,yes,no
C358,33,entrepreneur,single,tertiary,no,1068,yes,no
C3580,45,blue-collar,divorced,primary,no,749,yes,no
C3581,54,management,single,tertiary,no,1439,yes,no
C3582,43,management,married,tertiary,no,2767,yes,no
C3583,44,blue-collar,married,primary,no,140,yes,no
C3584,52,blue-collar,married,primary,no,4015,yes,no
C3585,37,blue-collar,married,secondary,no,77,yes,no
C3586,53,management,single,tertiary,no,1074,yes,no
C3587,31,blue-collar,married,secondary,no,-720,yes,yes
C3588,56,blue-collar,married,primary,no,690,yes,no
C3589,40,management,married,primary,no,1231,yes,yes
C359,40,blue-collar,married,secondary,no,211,yes,no
C3590,58,management,married,tertiary,no,714,yes,no
C3591,42,blue-collar,married,primary,no,1742,yes,no
C3592,59,retired,divorced,secondary,no,337,yes,no
C3593,45,technician,married,secondary,no,-237,yes,yes
C3594,53,admin.,married,secondary,no,1739,yes,no
C3595,55,technician,married,tertiary,no,874,yes,no
C3596,60,admin.,married,secondary,no,1880,yes,no
C3597,48,entrepreneur,married,primary,no,3705,yes,no
C3598,43,technician,single,secondary,no,1195,yes,no
C3599,47,technician,married,secondary,no,2781,yes,no
C36,57,technician,divorced,secondary,no,63,yes,no
C360,46,admin.,single,tertiary,no,377,yes,no
C3600,33,blue-collar,married,secondary,no,175,yes,no
C3601,37,services,married,secondary,no,1,no,no
C3602,60,management,divorced,primary,no,38,yes,no
C3603,52,blue-collar,married,secondary,no,2206,yes,no
C3604,31,admin.,single,secondary,no,358,yes,no
C3605,31,unemployed,single,primary,no,0,yes,no
C3606,53,technician,married,secondary,no,4541,yes,no
C3607,45,blue-collar,married,secondary,no,120,yes,yes
C3608,56,blue-collar,married,secondary,no,-382,yes,no
C3609,36,technician,married,secondary,no,146,yes,yes
C361,48,management,married,tertiary,no,263,yes,no
C3610,40,services,married,secondary,no,574,yes,no
C3611,42,blue-collar,married,primary,no,2519,yes,no
C3612,52,admin.,married,secondary,no,395,yes,no
C3613,46,self-employed,divorced,tertiary,no,8717,yes,no
C3614,59,admin.,divorced,secondary,no,975,yes,no
C3615,41,technician,married,secondary,no,768,yes,no
C3616,61,retired,married,secondary,no,280,yes,no
C3617,57,management,married,tertiary,no,388,no,yes
C3618,32,admin.,single,secondary,no,289,no,no
C3619,55,management,single,tertiary,no,1092,yes,yes
C362,42,services,married,secondary,no,1263,yes,no
C3620,54,management,married,secondary,no,1394,yes,no
C3621,55,services,married,secondary,no,151,yes,no
C3622,31,admin.,married,unknown,no,-295,yes,no
C3623,43,blue-collar,married,primary,no,7727,yes,no
C3624,49,retired,married,unknown,no,247,no,no
C3625,31,blue-collar,single,secondary,no,33,yes,no
C3626,34,blue-collar,married,secondary,no,452,yes,no
C3627,31,management,single,tertiary,no,635,yes,no
C3628,23,services,single,secondary,no,75,yes,no
C3629,35,technician,single,tertiary,no,1455,yes,no
C363,27,services,married,secondary,no,8,yes,no
C3630,43,blue-collar,married,primary,no,2605,yes,no
C3631,31,technician,single,tertiary,no,56,no,no
C3632,45,technician,married,secondary,no,89,yes,no
C3633,29,technician,married,secondary,no,84,yes,no
C3634,27,technician,married,secondary,no,7,yes,no
C3635,52,blue-collar,married,primary,no,238,yes,no
C3636,58,management,married,tertiary,no,2360,no,no
C3637,39,blue-collar,single,primary,no,-21,no,no
C3638,52,technician,divorced,secondary,no,409,yes,no
C3639,60,retired,married,primary,no,894,yes,no
C364,48,admin.,married,secondary,no,126,yes,yes
C3640,52,services,married,secondary,no,108,yes,no
C3641,45,admin.,married,secondary,no,805,yes,no
C3642,58,blue-collar,married,primary,no,2547,no,no
C3643,56,entrepreneur,married,tertiary,no,-124,yes,no
C3644,51,blue-collar,married,secondary,no,1414,yes,no
C3645,50,blue-collar,married,secondary,no,6258,yes,no
C3646,39,self-employed,married,tertiary,no,-176,yes,no
C3647,58,management,divorced,tertiary,no,1533,no,no
C3648,51,self-employed,single,secondary,no,1640,yes,no
C3649,45,blue-collar,married,primary,no,91,yes,no
C365,59,admin.,married,secondary,no,230,yes,no
C3650,41,management,single,tertiary,no,480,yes,no
C3651,28,blue-collar,single,primary,no,643,yes,no
C3652,51,blue-collar,married,unknown,no,2547,yes,no
C3653,45,blue-collar,married,unknown,no,110,yes,no
C3654,46,admin.,married,secondary,no,35,no,no
C3655,43,management,single,secondary,no,-228,yes,yes
C3656,53,retired,married,secondary,no,1139,yes,no
C3657,50,admin.,divorced,secondary,no,1332,yes,no
C3658,55,technician,married,secondary,no,0,yes,no
C3659,52,blue-collar,married,primary,no,779,yes,no
C366,46,technician,married,tertiary,no,841,yes,no
C3660,53,admin.,married,primary,no,228,yes,no
C3661,51,blue-collar,married,secondary,no,22,yes,no
C3662,31,admin.,single,secondary,no,0,yes,no
C3663,41,technician,single,secondary,no,2919,yes,no
C3664,39,blue-collar,married,primary,no,186,yes,no
C3665,60,management,divorced,secondary,no,773,yes,yes
C3666,39,technician,married,unknown,no,880,yes,no
C3667,41,management,married,secondary,no,218,yes,no
C3668,36,blue-collar,married,secondary,no,512,yes,no
C3669,40,blue-collar,single,secondary,no,1101,yes,no
C367,38,admin.,divorced,secondary,no,308,yes,no
C3670,29,blue-collar,married,secondary,no,1956,yes,no
C3671,32,admin.,married,secondary,no,0,no,no
C3672,45,blue-collar,divorced,primary,no,104,yes,no
C3673,32,technician,divorced,secondary,no,75,no,no
C3674,31,housemaid,single,secondary,no,1301,yes,no
C3675,58,retired,divorced,primary,no,6,no,no
C3676,40,technician,married,secondary,no,75,yes,no
C3677,40,services,married,primary,no,44,yes,no
C3678,36,services,single,unknown,no,281,yes,no
C3679,40,admin.,married,secondary,no,2,yes,no
C368,43,management,divorced,tertiary,no,1,yes,no
C3680,35,management,single,tertiary,no,205,yes,no
C3681,39,blue-collar,married,primary,no,2133,yes,yes
C3682,39,technician,married,tertiary,no,94,yes,yes
C3683,30,self-employed,single,tertiary,no,901,yes,yes
C3684,57,management,married,tertiary,no,3431,yes,no
C3685,60,services,married,secondary,no,8837,yes,no
C3686,55,technician,married,secondary,no,726,yes,no
C3687,40,technician,married,secondary,no,26,yes,no
C3688,27,student,single,tertiary,no,66,yes,no
C3689,40,admin.,married,secondary,no,2523,yes,no
C369,38,admin.,divorced,tertiary,no,86,yes,no
C3690,28,management,married,tertiary,no,82,yes,yes
C3691,32,management,married,tertiary,no,0,yes,no
C3692,53,management,single,secondary,no,5558,yes,no
C3693,29,admin.,single,secondary,no,-507,yes,no
C3694,29,technician,single,tertiary,no,47,yes,no
C3695,45,self-employed,married,unknown,no,-257,no,no
C3696,32,management,married,secondary,no,1423,yes,no
C3697,47,services,married,secondary,no,51,yes,yes
C3698,40,services,married,secondary,no,1688,no,no
C3699,33,services,single,secondary,no,0,yes,no
C37,25,blue-collar,married,secondary,no,-7,yes,no
C370,23,student,single,secondary,no,157,yes,no
C3700,55,housemaid,married,primary,no,1000,yes,no
C3701,31,blue-collar,single,secondary,no,0,yes,yes
C3702,33,management,married,tertiary,no,273,yes,no
C3703,42,admin.,divorced,secondary,no,153,yes,no
C3704,31,admin.,divorced,tertiary,no,146,yes,no
C3705,41,blue-collar,married,unknown,no,732,yes,no
C3706,43,admin.,single,secondary,no,2539,yes,no
C3707,36,services,married,secondary,no,208,yes,no
C3708,48,management,married,tertiary,no,542,yes,no
C3709,31,self-employed,single,tertiary,no,144,yes,no
C371,34,services,married,secondary,no,22,yes,no
C3710,45,technician,married,secondary,no,999,yes,no
C3711,43,blue-collar,married,secondary,no,19,yes,no
C3712,42,admin.,divorced,secondary,no,63,no,no
C3713,40,services,married,secondary,no,446,yes,no
C3714,29,blue-collar,married,secondary,no,832,yes,no
C3715,26,blue-collar,married,secondary,no,246,yes,no
C3716,53,unemployed,married,secondary,no,76,yes,yes
C3717,31,technician,divorced,secondary,no,268,no,no
C3718,25,admin.,married,secondary,no,16,yes,no
C3719,26,admin.,single,secondary,no,-235,yes,no
C372,38,admin.,married,secondary,no,46,yes,yes
C3720,36,admin.,single,secondary,no,0,yes,yes
C3721,43,services,divorced,secondary,no,207,yes,no
C3722,45,admin.,divorced,secondary,no,109,yes,no
C3723,56,management,divorced,tertiary,no,975,yes,no
C3724,51,technician,married,secondary,no,143,yes,no
C3725,47,blue-collar,married,primary,no,1756,yes,no
C3726,44,housemaid,married,primary,yes,-972,yes,yes
C3727,31,services,married,secondary,no,5,yes,no
C3728,46,management,married,secondary,no,36,yes,no
C3729,32,management,single,tertiary,no,0,no,no
C373,37,blue-collar,married,secondary,no,1293,no,no
C3730,31,admin.,married,secondary,no,468,yes,no
C3731,45,blue-collar,married,primary,no,804,yes,no
C3732,31,unemployed,single,secondary,no,199,yes,no
C3733,40,technician,married,secondary,no,257,yes,no
C3734,43,blue-collar,married,unknown,no,91,yes,no
C3735,26,blue-collar,single,primary,no,102,yes,no
C3736,29,management,married,tertiary,no,1,yes,yes
C3737,30,services,single,secondary,no,484,yes,no
C3738,39,management,married,tertiary,no,0,yes,yes
C3739,51,blue-collar,married,primary,no,196,yes,no
C374,25,admin.,single,secondary,no,122,yes,no
C3740,58,admin.,married,primary,no,879,yes,no
C3741,44,entrepreneur,married,tertiary,no,3689,yes,no
C3742,49,technician,married,secondary,no,1269,yes,no
C3743,30,admin.,married,secondary,no,67,yes,no
C3744,38,blue-collar,married,secondary,no,961,yes,no
C3745,40,services,married,secondary,no,181,yes,no
C3746,34,entrepreneur,married,tertiary,no,355,yes,no
C3747,41,management,married,tertiary,no,0,no,yes
C3748,37,management,single,tertiary,no,499,yes,no
C3749,32,services,divorced,secondary,no,-115,yes,no
C375,48,blue-collar,married,unknown,no,131,yes,no
C3750,31,blue-collar,married,secondary,no,92,yes,no
C3751,38,blue-collar,single,unknown,no,1146,yes,no
C3752,34,self-employed,married,tertiary,no,1029,yes,yes
C3753,42,admin.,married,secondary,no,534,yes,no
C3754,27,services,married,secondary,no,15,yes,no
C3755,35,services,married,secondary,no,1053,yes,no
C3756,43,admin.,single,secondary,no,6,no,no
C3757,29,services,single,secondary,no,-142,yes,no
C3758,33,services,divorced,secondary,no,2,yes,no
C3759,57,retired,divorced,secondary,no,70,yes,no
C376,49,blue-collar,single,secondary,no,143,yes,no
C3760,50,entrepreneur,married,secondary,no,556,yes,no
C3761,28,services,single,secondary,no,45,yes,no
C3762,45,blue-collar,divorced,secondary,no,9,yes,no
C3763,33,blue-collar,divorced,secondary,no,-131,yes,no
C3764,24,blue-collar,married,secondary,no,142,yes,yes
C3765,34,technician,single,secondary,no,0,yes,yes
C3766,23,admin.,married,tertiary,no,2,yes,no
C3767,59,retired,married,primary,no,646,yes,no
C3768,40,admin.,single,secondary,no,739,yes,no
C3769,44,blue-collar,married,primary,no,1511,yes,no
C377,38,admin.,single,secondary,no,393,no,no
C3770,33,blue-collar,married,secondary,no,58,no,no
C3771,29,admin.,single,secondary,no,163,yes,yes
C3772,39,blue-collar,married,primary,no,385,yes,no
C3773,36,management,divorced,tertiary,no,1343,yes,yes
C3774,34,services,divorced,secondary,no,169,yes,no
C3775,35,blue-collar,married,secondary,no,-613,yes,no
C3776,47,services,married,primary,no,1496,yes,no
C3777,40,blue-collar,married,secondary,no,580,yes,no
C3778,30,technician,married,secondary,no,-306,yes,yes
C3779,27,management,married,secondary,no,-41,yes,no
C378,43,blue-collar,married,primary,no,98,yes,no
C3780,40,admin.,divorced,secondary,no,783,yes,yes
C3781,26,blue-collar,divorced,secondary,no,241,yes,no
C3782,46,management,married,tertiary,no,245,yes,no
C3783,43,management,married,secondary,no,-26,yes,no
C3784,36,technician,single,tertiary,no,705,yes,no
C3785,32,blue-collar,married,secondary,no,23,yes,no
C3786,47,blue-collar,divorced,secondary,no,380,yes,no
C3787,29,blue-collar,single,secondary,no,4574,yes,no
C3788,36,technician,married,tertiary,no,183,yes,no
C3789,33,blue-collar,single,secondary,no,272,yes,no
C379,33,management,married,tertiary,no,0,yes,no
C3790,57,admin.,married,secondary,no,4168,yes,yes
C3791,30,technician,single,secondary,no,677,yes,no
C3792,59,admin.,divorced,secondary,no,174,yes,no
C3793,32,blue-collar,married,primary,no,1877,yes,no
C3794,56,retired,married,secondary,no,3690,yes,yes
C3795,25,blue-collar,married,secondary,no,109,yes,no
C3796,30,blue-collar,single,unknown,no,194,yes,no
C3797,32,blue-collar,single,secondary,no,8,yes,no
C3798,30,admin.,married,secondary,no,40,yes,yes
C3799,45,blue-collar,married,secondary,no,-1400,yes,no
C38,53,technician,married,secondary,no,-3,no,no
C380,55,blue-collar,married,secondary,no,224,yes,no
C3800,47,blue-collar,married,secondary,no,-656,yes,no
C3801,25,technician,single,secondary,no,1400,yes,yes
C3802,28,blue-collar,married,primary,no,507,yes,no
C3803,30,blue-collar,single,secondary,no,75,yes,no
C3804,28,admin.,married,tertiary,no,364,yes,no
C3805,27,technician,single,secondary,no,1742,yes,no
C3806,32,blue-collar,married,secondary,no,1197,yes,yes
C3807,32,self-employed,single,tertiary,no,12269,no,no
C3808,40,self-employed,married,tertiary,no,1126,yes,no
C3809,29,blue-collar,single,primary,no,105,yes,no
C381,38,blue-collar,married,secondary,no,757,yes,no
C3810,38,admin.,married,secondary,no,-650,no,no
C3811,37,blue-collar,single,primary,no,117,yes,no
C3812,22,admin.,single,secondary,no,118,yes,no
C3813,23,admin.,single,secondary,no,178,yes,no
C3814,30,self-employed,single,secondary,no,299,yes,no
C3815,27,blue-collar,single,primary,no,0,yes,no
C3816,31,admin.,married,secondary,no,5,no,no
C3817,26,blue-collar,single,secondary,no,65,no,no
C3818,36,admin.,divorced,secondary,no,246,yes,no
C3819,29,blue-collar,single,secondary,no,1166,yes,no
C382,49,services,married,secondary,no,245,yes,yes
C3820,37,services,divorced,secondary,no,49,yes,no
C3821,39,blue-collar,married,primary,no,95,yes,no
C3822,38,unemployed,married,primary,no,113,yes,no
C3823,27,entrepreneur,married,secondary,no,554,yes,no
C3824,58,retired,married,primary,no,269,yes,no
C3825,36,blue-collar,married,secondary,no,63,yes,no
C3826,24,services,single,secondary,no,-248,yes,no
C3827,25,services,single,secondary,no,32,yes,no
C3828,43,management,married,secondary,no,452,yes,no
C3829,38,blue-collar,married,primary,no,467,yes,no
C383,40,management,married,secondary,no,8486,no,no
C3830,40,blue-collar,married,primary,no,1758,yes,no
C3831,33,blue-collar,single,secondary,no,-416,yes,no
C3832,35,technician,married,secondary,no,523,yes,yes
C3833,46,blue-collar,married,primary,no,2499,yes,no
C3834,30,technician,single,tertiary,no,236,yes,no
C3835,24,technician,single,secondary,no,3926,yes,no
C3836,24,technician,single,secondary,no,409,yes,no
C3837,45,management,married,tertiary,no,876,no,no
C3838,45,blue-collar,married,primary,no,1163,no,no
C3839,53,technician,single,secondary,no,708,yes,no
C384,43,admin.,married,unknown,no,350,no,no
C3840,34,technician,single,tertiary,no,586,yes,no
C3841,24,blue-collar,married,primary,no,656,yes,no
C3842,57,housemaid,married,primary,no,260,yes,no
C3843,55,blue-collar,married,primary,no,571,yes,no
C3844,52,technician,single,secondary,no,36,yes,no
C3845,54,technician,divorced,secondary,no,0,yes,no
C3846,29,blue-collar,single,primary,no,-63,yes,no
C3847,23,services,single,secondary,no,91,yes,no
C3848,24,services,single,secondary,no,0,no,no
C3849,59,blue-collar,married,secondary,no,169,yes,no
C385,38,blue-collar,married,secondary,no,20,yes,no
C3850,37,blue-collar,single,unknown,no,2188,no,no
C3851,40,blue-collar,married,secondary,no,2073,yes,no
C3852,54,management,divorced,tertiary,no,29887,yes,no
C3853,35,blue-collar,married,secondary,no,53,yes,no
C3854,56,housemaid,married,primary,no,82,no,no
C3855,28,technician,married,secondary,no,58,no,no
C3856,32,management,single,secondary,no,916,yes,no
C3857,40,management,divorced,tertiary,no,37,yes,no
C3858,32,blue-collar,single,primary,no,100,yes,no
C3859,41,services,married,primary,no,124,yes,no
C386,58,services,married,secondary,no,1667,yes,yes
C3860,55,management,married,primary,no,19,yes,no
C3861,52,technician,married,secondary,no,420,no,no
C3862,58,technician,divorced,secondary,no,906,yes,yes
C3863,29,unemployed,single,tertiary,no,0,yes,yes
C3864,44,blue-collar,divorced,unknown,no,532,no,no
C3865,53,blue-collar,married,primary,no,634,yes,no
C3866,44,services,married,secondary,no,0,yes,yes
C3867,41,admin.,married,secondary,no,338,yes,no
C3868,44,admin.,married,secondary,no,0,yes,yes
C3869,38,management,married,tertiary,no,2724,yes,no
C387,57,technician,married,unknown,no,345,yes,no
C3870,27,management,single,tertiary,no,-98,yes,yes
C3871,44,admin.,married,secondary,no,73,yes,no
C3872,45,blue-collar,single,secondary,no,636,yes,no
C3873,30,blue-collar,single,secondary,no,132,yes,no
C3874,47,technician,married,tertiary,no,282,yes,no
C3875,54,entrepreneur,married,primary,no,3343,yes,yes
C3876,29,technician,single,secondary,no,-166,yes,no
C3877,50,admin.,divorced,secondary,no,363,yes,no
C3878,32,blue-collar,single,secondary,no,29,no,no
C3879,57,entrepreneur,married,tertiary,yes,-524,yes,no
C388,32,unemployed,married,secondary,no,10,yes,no
C3880,51,blue-collar,married,primary,no,1194,yes,no
C3881,32,admin.,single,secondary,no,422,yes,no
C3882,27,technician,single,tertiary,no,3706,yes,no
C3883,41,unemployed,married,secondary,no,356,yes,no
C3884,53,technician,married,secondary,no,31,yes,no
C3885,29,self-employed,single,secondary,no,272,yes,no
C3886,28,management,married,tertiary,no,103,yes,no
C3887,27,management,single,tertiary,yes,-308,yes,no
C3888,49,blue-collar,married,secondary,no,16,yes,no
C3889,44,blue-collar,married,primary,no,1485,yes,no
C389,56,management,married,tertiary,no,830,yes,yes
C3890,32,entrepreneur,single,tertiary,no,1,yes,yes
C3891,56,retired,married,unknown,no,4391,yes,no
C3892,34,blue-collar,single,primary,no,85,no,no
C3893,43,services,married,primary,no,822,yes,no
C3894,41,management,divorced,tertiary,no,647,yes,no
C3895,41,management,married,tertiary,no,223,yes,no
C3896,47,blue-collar,married,primary,no,242,yes,no
C3897,33,blue-collar,married,secondary,no,64,no,no
C3898,47,services,married,secondary,no,2597,yes,no
C3899,46,management,divorced,tertiary,no,770,yes,no
C39,36,admin.,divorced,secondary,no,506,yes,no
C390,58,blue-collar,divorced,unknown,no,29,yes,no
C3900,46,technician,married,secondary,no,4956,yes,no
C3901,30,admin.,married,secondary,no,122,yes,no
C3902,41,technician,single,secondary,no,28,no,no
C3903,30,technician,married,secondary,no,1011,yes,no
C3904,56,retired,divorced,secondary,no,4166,yes,no
C3905,40,technician,married,primary,no,6110,yes,no
C3906,47,services,married,secondary,no,837,yes,yes
C3907,36,management,single,tertiary,no,146,yes,no
C3908,60,retired,married,primary,no,458,yes,no
C3909,34,admin.,married,secondary,no,641,yes,yes
C391,60,retired,divorced,secondary,no,545,yes,no
C3910,44,self-employed,married,secondary,no,1310,yes,no
C3911,29,technician,married,secondary,no,782,yes,no
C3912,48,blue-collar,married,secondary,no,478,yes,yes
C3913,55,services,married,unknown,no,-45,yes,no
C3914,60,management,married,tertiary,no,36,yes,no
C3915,29,management,single,tertiary,no,0,no,no
C3916,30,services,single,tertiary,no,136,yes,yes
C3917,35,admin.,single,primary,no,8,yes,no
C3918,37,services,single,secondary,no,934,yes,no
C3919,42,blue-collar,married,secondary,no,314,yes,yes
C392,37,technician,married,tertiary,no,8730,yes,no
C3920,34,technician,married,secondary,no,978,yes,no
C3921,50,management,single,tertiary,no,567,yes,no
