ID,Contact,Day,Month,Duration,Campaign,Last Select,Current Select,Sample No
C2612,unknown,13,may,182,1,no,No,5
C2613,unknown,13,may,386,1,no,No,1
C2614,unknown,13,may,184,1,no,Yes,1
C2615,unknown,13,may,43,2,no,Yes,3
C2616,unknown,13,may,108,2,no,Yes,2
C2617,unknown,13,may,253,2,no,No,3
C2618,unknown,13,may,195,2,no,Yes,3
C2619,unknown,13,may,46,3,no,Yes,1
C262,unknown,5,may,113,2,no,Yes,3
C2620,unknown,13,may,226,1,no,No,3
C2621,unknown,13,may,55,1,no,Yes,5
C2622,unknown,13,may,299,3,no,No,1
C2623,unknown,13,may,148,1,no,Yes,4
C2624,unknown,13,may,97,1,no,Yes,4
C2625,unknown,13,may,169,2,no,Yes,2
C2626,unknown,13,may,119,10,no,No,4
C2627,unknown,13,may,101,13,no,Yes,5
C2628,unknown,13,may,60,1,no,No,5
C2629,unknown,13,may,210,1,no,Yes,4
C263,unknown,5,may,132,1,no,Yes,4
C2630,unknown,13,may,65,6,no,No,2
C2631,unknown,13,may,129,4,no,Yes,2
C2632,unknown,13,may,481,3,no,No,4
C2633,unknown,13,may,215,1,no,Yes,1
C2634,unknown,13,may,142,2,no,Yes,2
C2635,unknown,13,may,411,2,no,No,2
C2636,unknown,13,may,531,2,no,No,1
C2637,unknown,13,may,65,1,no,Yes,4
C2638,unknown,13,may,34,4,no,Yes,2
C2639,unknown,13,may,788,3,no,Yes,2
C264,unknown,5,may,58,3,no,Yes,1
C2640,unknown,13,may,244,1,no,Yes,5
C2641,unknown,13,may,431,1,no,Yes,3
C2642,unknown,13,may,851,4,no,Yes,1
C2643,unknown,13,may,315,3,no,Yes,4
C2644,unknown,13,may,214,1,no,Yes,1
C2645,unknown,13,may,92,4,no,Yes,3
C2646,unknown,13,may,73,3,no,Yes,2
C2647,unknown,13,may,181,3,no,Yes,3
C2648,unknown,13,may,159,2,no,No,2
C2649,unknown,13,may,58,2,no,Yes,2
C265,unknown,5,may,151,1,no,Yes,4
C2650,unknown,13,may,1052,1,no,Yes,5
C2651,unknown,13,may,916,2,yes,Yes,5
C2652,unknown,13,may,150,2,no,Yes,2
C2653,unknown,13,may,165,2,no,Yes,5
C2654,unknown,13,may,309,2,no,No,3
C2655,unknown,13,may,163,2,no,No,2
C2656,unknown,13,may,210,3,no,No,1
C2657,unknown,13,may,165,3,no,No,3
C2658,unknown,13,may,331,2,no,Yes,4
C2659,unknown,13,may,134,2,no,Yes,1
C266,unknown,5,may,89,2,no,Yes,2
C2660,unknown,13,may,185,6,no,No,2
C2661,unknown,13,may,295,2,no,Yes,1
C2662,unknown,13,may,86,4,no,Yes,3
C2663,unknown,13,may,274,2,no,No,5
C2664,unknown,13,may,151,4,no,Yes,4
C2665,unknown,13,may,69,11,no,Yes,4
C2666,unknown,13,may,15,11,no,No,5
C2667,unknown,13,may,164,2,no,No,5
C2668,unknown,13,may,437,2,no,No,2
C2669,unknown,13,may,139,4,no,Yes,5
C267,unknown,5,may,152,1,no,Yes,1
C2670,unknown,13,may,267,2,no,Yes,1
C2671,unknown,13,may,165,2,no,No,1
C2672,unknown,13,may,175,2,no,No,1
C2673,unknown,13,may,198,2,no,Yes,1
C2674,unknown,13,may,220,2,no,No,2
C2675,unknown,13,may,168,2,no,No,3
C2676,unknown,13,may,247,3,no,Yes,2
C2677,unknown,13,may,291,2,no,Yes,5
C2678,unknown,13,may,187,2,no,Yes,5
C2679,unknown,13,may,194,2,no,Yes,4
C268,unknown,5,may,611,2,no,Yes,1
C2680,unknown,13,may,379,2,no,Yes,1
C2681,unknown,13,may,151,2,no,Yes,1
C2682,unknown,13,may,166,4,no,Yes,5
C2683,unknown,13,may,64,2,no,No,4
C2684,unknown,13,may,232,4,no,Yes,5
C2685,unknown,13,may,647,7,no,Yes,5
C2686,unknown,13,may,322,3,no,Yes,2
C2687,unknown,13,may,133,12,no,No,3
C2688,unknown,13,may,50,3,no,Yes,2
C2689,unknown,13,may,87,2,no,Yes,5
C269,unknown,5,may,110,2,no,No,3
C2690,unknown,13,may,771,2,no,Yes,1
C2691,unknown,13,may,241,2,no,Yes,5
C2692,unknown,13,may,205,3,no,Yes,2
C2693,unknown,13,may,318,2,no,Yes,2
C2694,unknown,13,may,109,9,no,Yes,5
C2695,unknown,13,may,304,2,no,No,5
C2696,unknown,13,may,209,2,no,Yes,1
C2697,unknown,13,may,83,7,no,Yes,5
C2698,unknown,13,may,227,2,no,Yes,3
C2699,unknown,13,may,271,2,no,Yes,2
C27,unknown,5,may,296,1,no,Yes,1
C270,unknown,5,may,463,1,no,Yes,1
C2700,unknown,13,may,326,4,no,Yes,4
C2701,unknown,13,may,389,2,no,No,3
C2702,unknown,13,may,273,2,no,Yes,5
C2703,unknown,13,may,264,3,no,Yes,2
C2704,unknown,13,may,1106,4,no,No,3
C2705,unknown,13,may,73,2,no,Yes,1
C2706,unknown,13,may,195,5,no,Yes,1
C2707,unknown,13,may,69,19,no,Yes,5
C2708,unknown,13,may,87,9,no,Yes,5
C2709,unknown,13,may,122,7,no,Yes,3
C271,unknown,5,may,562,2,yes,Yes,5
C2710,unknown,13,may,945,2,yes,Yes,1
C2711,unknown,13,may,288,2,no,No,1
C2712,unknown,13,may,50,3,no,No,3
C2713,unknown,13,may,816,3,no,Yes,1
C2714,unknown,13,may,284,2,no,Yes,2
C2715,unknown,13,may,116,4,no,No,3
C2716,unknown,13,may,72,4,no,No,1
C2717,unknown,13,may,232,2,no,Yes,4
C2718,unknown,13,may,124,3,no,Yes,5
C2719,unknown,13,may,326,3,no,Yes,2
C272,unknown,5,may,962,1,no,No,2
C2720,unknown,13,may,190,5,no,Yes,3
C2721,unknown,13,may,1721,2,yes,No,1
C2722,unknown,13,may,351,2,no,No,3
C2723,unknown,13,may,171,2,no,No,3
C2724,unknown,13,may,166,2,no,No,5
C2725,unknown,13,may,104,2,no,No,3
C2726,unknown,13,may,163,3,no,Yes,3
C2727,unknown,13,may,492,2,no,Yes,4
C2728,unknown,13,may,25,10,no,No,2
C2729,unknown,13,may,152,3,no,No,1
C273,unknown,5,may,10,4,no,Yes,2
C2730,unknown,13,may,109,4,no,Yes,2
C2731,unknown,13,may,1032,1,no,Yes,5
C2732,unknown,14,may,65,6,no,Yes,1
C2733,unknown,14,may,194,4,no,No,4
C2734,unknown,14,may,360,2,no,Yes,3
C2735,unknown,14,may,96,4,no,Yes,3
C2736,unknown,14,may,20,11,no,No,2
C2737,unknown,14,may,323,4,no,No,5
C2738,unknown,14,may,332,2,no,Yes,3
C2739,unknown,14,may,735,8,no,Yes,3
C274,unknown,5,may,118,3,no,Yes,1
C2740,unknown,14,may,151,2,no,Yes,4
C2741,unknown,14,may,46,5,no,No,2
C2742,unknown,14,may,158,3,no,Yes,5
C2743,unknown,14,may,73,2,no,Yes,4
C2744,unknown,14,may,407,4,no,No,1
C2745,unknown,14,may,438,2,no,Yes,1
C2746,unknown,14,may,139,2,no,Yes,2
C2747,unknown,14,may,174,3,no,No,4
C2748,unknown,14,may,175,3,no,No,4
C2749,unknown,14,may,313,4,no,Yes,4
C275,unknown,5,may,92,2,no,Yes,4
C2750,unknown,14,may,137,4,no,Yes,4
C2751,unknown,14,may,22,3,no,Yes,1
C2752,unknown,14,may,328,4,no,No,3
C2753,unknown,14,may,93,4,no,Yes,1
C2754,unknown,14,may,97,2,no,Yes,5
C2755,unknown,14,may,123,5,no,Yes,4
C2756,unknown,14,may,219,4,no,Yes,1
C2757,unknown,14,may,455,3,no,No,3
C2758,unknown,14,may,103,6,no,Yes,2
C2759,unknown,14,may,200,2,no,No,4
C276,unknown,5,may,143,3,no,Yes,1
C2760,unknown,14,may,133,2,no,Yes,3
C2761,unknown,14,may,35,2,no,No,3
C2762,unknown,14,may,77,2,no,No,4
C2763,unknown,14,may,211,2,no,No,4
C2764,unknown,14,may,72,2,no,Yes,2
C2765,unknown,14,may,133,2,no,Yes,3
C2766,unknown,14,may,89,2,no,No,3
C2767,unknown,14,may,287,3,no,Yes,2
C2768,unknown,14,may,942,3,yes,No,3
C2769,unknown,14,may,101,2,no,Yes,5
C277,unknown,5,may,189,3,no,Yes,4
C2770,unknown,14,may,305,3,no,Yes,4
C2771,unknown,14,may,387,9,no,No,1
C2772,unknown,14,may,146,4,no,No,4
C2773,unknown,14,may,160,1,no,No,5
C2774,unknown,14,may,70,1,no,Yes,2
C2775,unknown,14,may,466,1,no,No,1
C2776,unknown,14,may,162,1,no,Yes,5
C2777,unknown,14,may,117,4,no,Yes,1
C2778,unknown,14,may,381,1,no,Yes,3
C2779,unknown,14,may,167,1,no,Yes,5
C278,unknown,5,may,234,2,no,Yes,1
C2780,unknown,14,may,476,1,yes,Yes,5
C2781,unknown,14,may,178,1,no,No,5
C2782,unknown,14,may,260,1,no,Yes,4
C2783,unknown,14,may,231,1,no,No,1
C2784,unknown,14,may,188,1,no,Yes,4
C2785,unknown,14,may,145,1,no,Yes,3
C2786,unknown,14,may,163,3,no,Yes,5
C2787,unknown,14,may,282,1,no,Yes,4
C2788,unknown,14,may,74,1,no,No,3
C2789,unknown,14,may,73,1,no,Yes,5
C279,unknown,5,may,75,2,no,Yes,1
C2790,unknown,14,may,220,1,no,Yes,3
C2791,unknown,14,may,333,1,no,No,2
C2792,unknown,14,may,316,3,no,Yes,2
C2793,unknown,14,may,451,3,no,Yes,3
C2794,unknown,14,may,318,1,no,No,2
C2795,unknown,14,may,246,2,no,Yes,3
C2796,unknown,14,may,311,2,no,Yes,1
C2797,unknown,14,may,202,2,no,Yes,5
C2798,unknown,14,may,174,2,no,No,1
C2799,unknown,14,may,168,3,no,Yes,4
C28,unknown,5,may,127,1,no,Yes,4
C280,unknown,5,may,189,2,no,Yes,4
C2800,unknown,14,may,832,1,yes,No,1
C2801,unknown,14,may,230,1,no,Yes,4
C2802,unknown,14,may,200,1,no,No,1
C2803,unknown,14,may,170,1,no,No,5
C2804,unknown,14,may,142,1,no,Yes,5
C2805,unknown,14,may,283,8,no,No,4
C2806,unknown,14,may,421,1,no,Yes,5
C2807,unknown,14,may,278,1,no,Yes,3
C2808,unknown,14,may,179,1,no,Yes,2
C2809,unknown,14,may,238,1,no,Yes,2
C281,unknown,5,may,621,3,no,Yes,2
C2810,unknown,14,may,110,2,no,Yes,5
C2811,unknown,14,may,138,3,no,Yes,5
C2812,unknown,14,may,218,2,no,No,5
C2813,unknown,14,may,158,2,no,Yes,4
C2814,unknown,14,may,105,1,no,No,1
C2815,unknown,14,may,106,1,no,Yes,1
C2816,unknown,14,may,217,1,no,Yes,5
C2817,unknown,14,may,132,1,no,No,4
C2818,unknown,14,may,824,2,no,No,1
C2819,unknown,14,may,243,1,no,Yes,1
C282,unknown,5,may,55,2,no,Yes,2
C2820,unknown,14,may,150,1,no,Yes,2
C2821,unknown,14,may,238,1,no,Yes,4
C2822,unknown,14,may,1553,1,yes,Yes,4
C2823,unknown,14,may,148,2,no,Yes,4
C2824,unknown,14,may,159,2,no,No,5
C2825,unknown,14,may,108,2,no,Yes,4
C2826,unknown,14,may,124,1,no,Yes,1
C2827,unknown,14,may,452,1,no,Yes,1
C2828,unknown,14,may,114,1,no,No,4
C2829,unknown,14,may,125,1,no,No,1
C283,unknown,5,may,310,4,no,No,3
C2830,unknown,14,may,622,1,no,No,3
C2831,unknown,14,may,153,1,no,Yes,3
C2832,unknown,14,may,1328,1,yes,No,1
C2833,unknown,14,may,686,1,no,Yes,5
C2834,unknown,14,may,80,1,no,Yes,3
C2835,unknown,14,may,435,1,no,Yes,4
C2836,unknown,14,may,300,1,no,No,1
C2837,unknown,14,may,203,1,no,Yes,3
C2838,unknown,14,may,121,1,no,Yes,5
C2839,unknown,14,may,71,1,no,Yes,2
C284,unknown,5,may,156,2,no,Yes,1
C2840,unknown,14,may,78,1,no,Yes,4
C2841,unknown,14,may,534,1,no,No,5
C2842,unknown,14,may,243,1,no,No,3
C2843,unknown,14,may,230,1,no,No,1
C2844,unknown,14,may,253,1,no,Yes,2
C2845,unknown,14,may,127,3,no,No,3
C2846,unknown,14,may,1125,2,yes,Yes,1
C2847,unknown,14,may,282,1,no,Yes,5
C2848,unknown,14,may,220,1,no,Yes,1
C2849,unknown,14,may,158,2,no,No,1
C285,unknown,5,may,5,2,no,Yes,4
C2850,unknown,14,may,267,2,no,Yes,4
C2851,unknown,14,may,257,1,no,Yes,5
C2852,unknown,14,may,110,1,no,No,4
C2853,unknown,14,may,456,9,no,Yes,2
C2854,unknown,14,may,78,1,no,No,1
C2855,unknown,14,may,298,1,no,No,2
C2856,unknown,14,may,429,2,no,Yes,3
C2857,unknown,14,may,483,2,no,Yes,3
C2858,unknown,14,may,213,1,no,Yes,5
C2859,unknown,14,may,51,1,no,Yes,3
C286,unknown,5,may,225,2,no,Yes,5
C2860,unknown,14,may,44,1,no,Yes,4
C2861,unknown,14,may,164,2,no,No,3
C2862,unknown,14,may,166,1,no,Yes,1
C2863,unknown,14,may,220,2,no,Yes,1
C2864,unknown,14,may,178,1,no,Yes,4
C2865,unknown,14,may,452,2,no,Yes,5
C2866,unknown,14,may,858,1,yes,Yes,2
C2867,unknown,14,may,87,1,no,No,5
C2868,unknown,14,may,97,1,no,No,3
C2869,unknown,14,may,116,1,no,Yes,1
C287,unknown,5,may,125,2,no,Yes,5
C2870,unknown,14,may,120,1,no,Yes,1
C2871,unknown,14,may,629,2,yes,Yes,1
C2872,unknown,14,may,198,1,no,No,4
C2873,unknown,14,may,262,1,no,Yes,2
C2874,unknown,14,may,179,1,no,No,5
C2875,unknown,14,may,35,1,no,Yes,3
C2876,unknown,14,may,156,1,no,Yes,2
C2877,unknown,14,may,201,1,no,Yes,4
C2878,unknown,14,may,159,1,no,Yes,5
C2879,unknown,14,may,68,1,no,Yes,2
C288,unknown,5,may,2,3,no,Yes,5
C2880,unknown,14,may,75,1,no,Yes,4
C2881,unknown,14,may,229,1,no,Yes,1
C2882,unknown,14,may,126,1,no,No,5
C2883,unknown,14,may,704,1,yes,Yes,5
C2884,unknown,14,may,164,1,no,No,4
C2885,unknown,14,may,339,1,no,Yes,2
C2886,unknown,14,may,461,1,no,Yes,2
C2887,unknown,14,may,188,1,no,No,1
C2888,unknown,14,may,546,1,no,Yes,2
C2889,unknown,14,may,171,1,no,Yes,1
C289,unknown,5,may,286,2,no,No,4
C2890,unknown,14,may,351,1,no,Yes,1
C2891,unknown,14,may,94,4,no,Yes,3
C2892,unknown,14,may,168,2,no,No,4
C2893,unknown,14,may,429,1,no,Yes,1
C2894,unknown,14,may,249,2,no,Yes,5
C2895,unknown,14,may,568,1,no,Yes,2
C2896,unknown,14,may,299,1,no,No,1
C2897,unknown,14,may,282,1,no,Yes,5
C2898,unknown,14,may,760,1,yes,Yes,3
C2899,unknown,14,may,211,1,no,Yes,4
C29,unknown,5,may,255,2,no,Yes,3
C290,unknown,5,may,164,2,no,Yes,3
C2900,unknown,14,may,77,1,no,Yes,4
C2901,unknown,14,may,283,1,no,Yes,5
C2902,unknown,14,may,263,1,no,Yes,2
C2903,unknown,14,may,189,1,no,Yes,3
C2904,unknown,14,may,91,1,no,No,2
C2905,unknown,14,may,32,1,no,Yes,3
C2906,unknown,14,may,139,2,no,Yes,1
C2907,unknown,14,may,347,1,no,Yes,5
C2908,unknown,14,may,152,1,no,No,3
C2909,unknown,14,may,869,1,no,Yes,2
C291,unknown,5,may,98,2,no,No,3
C2910,unknown,14,may,339,1,no,Yes,2
C2911,unknown,14,may,267,1,no,No,1
C2912,unknown,14,may,34,1,no,Yes,2
C2913,unknown,14,may,153,2,no,No,2
C2914,unknown,14,may,28,2,no,Yes,4
C2915,unknown,14,may,216,1,no,Yes,2
C2916,unknown,14,may,215,1,no,Yes,1
C2917,unknown,14,may,199,2,no,Yes,2
C2918,unknown,14,may,139,1,no,No,5
C2919,unknown,14,may,322,1,no,Yes,5
C292,unknown,5,may,742,2,no,No,3
C2920,unknown,14,may,189,1,no,Yes,5
C2921,unknown,14,may,197,2,no,Yes,5
C2922,unknown,14,may,224,2,no,Yes,3
C2923,unknown,14,may,160,1,no,Yes,5
C2924,unknown,14,may,143,1,no,Yes,4
C2925,unknown,14,may,191,1,no,Yes,1
C2926,unknown,14,may,833,1,no,Yes,1
C2927,unknown,14,may,356,1,no,No,4
C2928,unknown,14,may,485,2,no,Yes,1
C2929,unknown,14,may,57,1,no,Yes,2
C293,unknown,5,may,226,3,no,Yes,1
C2930,unknown,14,may,930,1,yes,Yes,2
C2931,unknown,14,may,247,2,no,Yes,2
C2932,unknown,14,may,208,1,no,Yes,2
C2933,unknown,14,may,89,1,no,Yes,1
C2934,unknown,14,may,72,1,no,Yes,3
C2935,unknown,14,may,260,1,no,Yes,4
C2936,unknown,14,may,129,1,no,No,2
C2937,unknown,14,may,151,2,no,Yes,2
C2938,unknown,14,may,181,1,no,Yes,5
C2939,unknown,14,may,125,1,no,No,1
C294,unknown,5,may,120,2,no,Yes,2
C2940,unknown,14,may,225,1,no,Yes,2
C2941,unknown,14,may,829,1,no,Yes,4
C2942,unknown,14,may,749,2,no,Yes,1
C2943,unknown,14,may,166,2,no,Yes,3
C2944,unknown,14,may,87,1,no,Yes,3
C2945,unknown,14,may,407,2,no,Yes,5
C2946,unknown,14,may,438,4,no,Yes,2
C2947,unknown,14,may,387,2,no,No,3
C2948,unknown,14,may,100,3,no,Yes,4
C2949,unknown,14,may,413,2,no,Yes,2
C295,unknown,5,may,362,4,no,No,1
C2950,unknown,14,may,521,2,no,No,1
C2951,unknown,14,may,133,1,no,Yes,3
C2952,unknown,14,may,191,2,no,Yes,4
C2953,unknown,14,may,521,2,no,Yes,4
C2954,unknown,14,may,109,1,no,Yes,2
C2955,unknown,14,may,345,2,no,No,5
C2956,unknown,14,may,1028,2,yes,No,4
C2957,unknown,14,may,566,2,no,Yes,1
C2958,unknown,14,may,38,1,no,No,2
C2959,unknown,14,may,314,1,no,Yes,3
C296,unknown,5,may,357,2,no,No,4
C2960,unknown,14,may,214,1,no,Yes,5
C2961,unknown,14,may,248,2,no,No,5
C2962,unknown,14,may,246,1,no,Yes,5
C2963,unknown,14,may,136,8,no,Yes,3
C2964,unknown,14,may,98,1,no,Yes,3
C2965,unknown,14,may,225,2,no,No,3
C2966,unknown,14,may,364,1,no,Yes,4
C2967,unknown,14,may,784,1,no,Yes,3
C2968,unknown,14,may,93,14,no,Yes,2
C2969,unknown,14,may,57,2,no,Yes,4
C297,unknown,5,may,200,2,no,Yes,1
C2970,unknown,14,may,160,2,no,Yes,4
C2971,unknown,14,may,210,2,no,Yes,4
C2972,unknown,14,may,222,2,no,No,5
C2973,unknown,14,may,21,10,no,Yes,3
C2974,unknown,14,may,222,5,no,Yes,5
C2975,unknown,14,may,157,1,no,Yes,5
C2976,unknown,14,may,143,1,no,Yes,4
C2977,unknown,14,may,371,1,no,No,2
C2978,unknown,14,may,161,2,no,Yes,5
C2979,unknown,14,may,350,2,no,No,4
C298,unknown,5,may,204,2,no,Yes,1
C2980,unknown,14,may,135,1,no,No,2
C2981,unknown,14,may,162,1,no,Yes,4
C2982,unknown,14,may,565,1,no,Yes,2
C2983,unknown,14,may,850,2,yes,Yes,2
C2984,unknown,14,may,44,8,no,Yes,2
C2985,unknown,14,may,337,1,no,Yes,2
C2986,unknown,14,may,416,2,no,Yes,5
C2987,unknown,14,may,102,2,no,Yes,1
C2988,unknown,14,may,5,2,no,Yes,3
C2989,unknown,14,may,129,2,no,Yes,3
C299,unknown,5,may,126,3,no,No,2
C2990,unknown,14,may,977,1,no,Yes,2
C2991,unknown,14,may,138,2,no,Yes,4
C2992,unknown,14,may,70,2,no,No,1
C2993,unknown,14,may,71,1,no,Yes,2
C2994,unknown,14,may,75,1,no,Yes,4
C2995,unknown,14,may,230,2,no,Yes,4
C2996,unknown,14,may,369,1,no,No,2
C2997,unknown,14,may,136,1,no,Yes,3
C2998,unknown,14,may,22,4,no,Yes,1
C2999,unknown,14,may,378,1,no,Yes,5
C30,unknown,5,may,348,1,no,Yes,3
C300,unknown,5,may,65,2,no,No,3
C3000,unknown,14,may,240,1,no,No,3
C3001,unknown,14,may,80,1,no,Yes,4
C3002,unknown,14,may,144,1,no,Yes,3
C3003,unknown,14,may,380,4,no,No,2
C3004,unknown,14,may,108,1,no,No,5
C3005,unknown,14,may,927,1,yes,Yes,5
C3006,unknown,14,may,389,1,no,Yes,4
C3007,unknown,14,may,192,1,no,Yes,4
C3008,unknown,14,may,273,1,no,Yes,1
C3009,unknown,14,may,48,1,no,Yes,4
C301,unknown,5,may,107,2,no,Yes,2
C3010,unknown,14,may,8,1,no,Yes,5
C3011,unknown,14,may,628,1,no,Yes,4
C3012,unknown,14,may,90,1,no,Yes,1
C3013,unknown,14,may,221,1,no,Yes,5
C3014,unknown,14,may,217,1,no,Yes,1
C3015,unknown,14,may,762,2,no,No,3
C3016,unknown,14,may,193,2,no,No,1
C3017,unknown,14,may,302,2,no,Yes,1
C3018,unknown,14,may,411,1,no,Yes,3
C3019,unknown,14,may,245,2,no,Yes,5
C302,unknown,5,may,267,2,no,No,1
C3020,unknown,14,may,746,1,no,Yes,5
C3021,unknown,14,may,673,2,no,No,1
C3022,unknown,14,may,220,7,no,No,1
C3023,unknown,14,may,232,1,no,Yes,5
C3024,unknown,14,may,115,3,no,Yes,3
C3025,unknown,14,may,485,2,no,Yes,3
C3026,unknown,14,may,106,5,no,Yes,5
C3027,unknown,14,may,107,1,no,No,5
C3028,unknown,14,may,1044,2,no,Yes,2
C3029,unknown,14,may,180,4,no,Yes,4
C303,unknown,5,may,248,2,no,Yes,3
C3030,unknown,14,may,354,1,no,No,5
C3031,unknown,14,may,55,1,no,Yes,3
C3032,unknown,14,may,392,1,no,No,3
C3033,unknown,14,may,123,1,no,No,5
C3034,unknown,14,may,148,3,no,Yes,3
C3035,unknown,14,may,74,3,no,Yes,3
C3036,unknown,14,may,267,8,no,Yes,4
C3037,unknown,14,may,374,2,no,No,5
C3038,unknown,14,may,295,2,no,No,2
C3039,unknown,14,may,149,2,no,Yes,3
C304,unknown,5,may,215,2,no,Yes,2
C3040,unknown,14,may,226,2,no,Yes,5
C3041,unknown,14,may,668,1,no,Yes,4
C3042,unknown,14,may,95,6,no,No,5
C3043,unknown,14,may,229,2,no,No,1
C3044,unknown,14,may,252,3,no,No,1
C3045,unknown,14,may,286,14,no,Yes,5
C3046,unknown,14,may,242,5,no,Yes,2
C3047,unknown,14,may,335,1,no,Yes,1
C3048,unknown,14,may,323,5,no,No,2
C3049,unknown,14,may,140,1,no,No,3
C305,unknown,5,may,209,2,no,No,2
C3050,unknown,14,may,159,3,no,Yes,5
C3051,unknown,14,may,293,3,no,Yes,4
C3052,unknown,14,may,85,4,no,No,2
C3053,unknown,14,may,343,1,no,Yes,3
C3054,unknown,14,may,295,1,no,Yes,2
C3055,unknown,14,may,360,1,no,No,2
C3056,unknown,14,may,183,4,no,No,3
C3057,unknown,14,may,304,3,no,Yes,1
C3058,unknown,14,may,382,10,no,Yes,3
C3059,unknown,14,may,514,2,no,Yes,1
C306,unknown,5,may,205,2,no,Yes,4
C3060,unknown,14,may,142,3,no,Yes,2
C3061,unknown,14,may,162,2,no,No,5
C3062,unknown,14,may,301,3,no,Yes,1
C3063,unknown,14,may,264,2,no,No,1
C3064,unknown,14,may,150,1,no,Yes,1
C3065,unknown,14,may,49,1,no,Yes,1
C3066,unknown,14,may,326,3,no,Yes,5
C3067,unknown,14,may,468,2,no,Yes,5
C3068,unknown,14,may,183,2,no,Yes,3
C3069,unknown,14,may,339,1,no,No,1
C307,unknown,5,may,83,2,no,Yes,4
C3070,unknown,14,may,125,1,no,Yes,2
C3071,unknown,14,may,232,2,no,Yes,5
C3072,unknown,14,may,312,5,no,Yes,2
C3073,unknown,14,may,423,2,no,Yes,5
C3074,unknown,14,may,163,1,no,No,4
C3075,unknown,14,may,191,1,no,No,3
C3076,unknown,14,may,248,1,no,No,2
C3077,unknown,14,may,146,1,no,Yes,3
C3078,unknown,14,may,125,2,no,Yes,5
C3079,unknown,14,may,234,1,no,Yes,2
C308,unknown,5,may,106,3,no,Yes,4
C3080,unknown,14,may,17,24,no,Yes,3
C3081,unknown,14,may,546,1,no,Yes,4
C3082,unknown,14,may,554,1,no,Yes,2
C3083,unknown,14,may,162,4,no,Yes,1
C3084,unknown,14,may,436,1,no,No,1
C3085,unknown,14,may,297,2,no,Yes,5
C3086,unknown,14,may,302,2,no,Yes,4
C3087,unknown,14,may,349,5,no,Yes,1
C3088,unknown,14,may,174,2,no,Yes,1
C3089,unknown,14,may,180,1,no,No,3
C309,unknown,5,may,189,2,no,No,4
C3090,unknown,14,may,902,5,no,No,5
C3091,unknown,14,may,137,2,no,Yes,5
C3092,unknown,14,may,282,1,no,No,3
C3093,unknown,14,may,321,1,no,Yes,1
C3094,unknown,14,may,126,3,no,No,3
C3095,unknown,14,may,554,1,no,No,1
C3096,unknown,14,may,21,11,no,Yes,2
C3097,unknown,14,may,427,1,no,Yes,1
C3098,unknown,14,may,97,5,no,Yes,2
C3099,unknown,14,may,402,1,no,Yes,1
C31,unknown,5,may,225,1,no,Yes,2
C310,unknown,5,may,105,2,no,Yes,5
C3100,unknown,14,may,252,2,no,Yes,2
C3101,unknown,14,may,449,2,no,No,4
C3102,unknown,14,may,360,2,no,Yes,3
C3103,unknown,14,may,89,7,no,No,1
C3104,unknown,14,may,241,2,no,No,2
C3105,unknown,14,may,574,2,no,Yes,1
C3106,unknown,14,may,274,2,no,Yes,1
C3107,unknown,14,may,154,2,no,Yes,5
C3108,unknown,14,may,71,4,no,Yes,1
C3109,unknown,14,may,122,4,no,Yes,2
C311,unknown,5,may,106,2,no,Yes,5
C3110,unknown,14,may,166,4,no,Yes,3
C3111,unknown,14,may,163,5,no,No,5
C3112,unknown,14,may,167,3,no,No,3
C3113,unknown,14,may,91,7,no,Yes,2
C3114,unknown,14,may,133,4,no,Yes,4
C3115,unknown,14,may,594,2,no,Yes,3
C3116,unknown,14,may,86,2,no,No,1
C3117,unknown,14,may,40,2,no,No,3
C3118,unknown,14,may,166,3,no,No,2
C3119,unknown,14,may,302,16,no,Yes,3
C312,unknown,5,may,108,2,no,No,5
C3120,unknown,14,may,303,4,no,Yes,3
C3121,unknown,14,may,636,6,no,Yes,3
C3122,unknown,14,may,341,5,no,Yes,2
C3123,unknown,14,may,483,3,no,Yes,3
C3124,unknown,14,may,220,2,no,Yes,5
C3125,unknown,14,may,234,2,no,Yes,2
C3126,unknown,14,may,32,3,no,Yes,3
C3127,unknown,14,may,211,3,no,Yes,4
C3128,unknown,14,may,738,2,no,Yes,2
C3129,unknown,14,may,482,2,no,Yes,2
C313,unknown,5,may,311,2,no,Yes,3
C3130,unknown,14,may,238,2,no,Yes,4
C3131,unknown,14,may,370,2,no,No,3
C3132,unknown,14,may,76,2,no,No,4
C3133,unknown,14,may,225,2,no,No,1
C3134,unknown,14,may,256,2,no,Yes,4
C3135,unknown,14,may,567,3,no,Yes,4
C3136,unknown,14,may,2241,4,no,Yes,4
C3137,unknown,14,may,147,3,no,Yes,3
C3138,unknown,14,may,135,2,no,Yes,1
C3139,unknown,14,may,260,2,no,Yes,5
C314,unknown,5,may,214,2,no,No,4
C3140,unknown,14,may,254,2,no,Yes,3
C3141,unknown,14,may,1118,2,no,Yes,2
C3142,unknown,14,may,76,9,no,No,4
C3143,unknown,14,may,79,3,no,No,5
C3144,unknown,14,may,94,6,no,Yes,2
C3145,unknown,14,may,208,5,no,Yes,5
C3146,unknown,14,may,1423,3,yes,Yes,4
C3147,unknown,14,may,271,2,no,Yes,4
C3148,unknown,14,may,166,5,no,No,5
C3149,unknown,14,may,256,4,no,Yes,5
C315,unknown,5,may,132,2,no,Yes,3
C3150,unknown,14,may,19,14,no,Yes,1
